vuln_critical_count,vuln_high_count,vuln_medium_count,vuln_low_count,secrets_detected_count,secrets_verified_count,container_vulnerabilities,container_misconfigurations,npm_vulnerabilities,python_vulnerabilities,sast_code_smells,sast_security_issues,iac_misconfigurations,vuln_new_count,vuln_fixed_count,vuln_age_avg_days,scans_failed_count,scan_duration_avg_seconds,cve_count,cwe_count,security_risk_score,pipeline_runs_total,pipeline_runs_success,pipeline_runs_failed,pipeline_runs_cancelled,pipeline_success_rate,pipeline_duration_avg_seconds,pipeline_duration_max_seconds,pipeline_duration_std_seconds,build_failures_count,test_failures_count,lint_failures_count,test_coverage_percent,test_coverage_delta,deployments_count,deployments_per_day,lead_time_hours,mttr_hours,change_failure_rate,stage_checkout_seconds,stage_build_seconds,stage_test_seconds,stage_security_scan_seconds,stage_docker_build_seconds,workflows_concurrent_count,workflow_queue_time_seconds,artifacts_generated_count,artifacts_size_mb,job_retry_count,workflow_rerun_count,main_branch_runs,feature_branch_runs,push_triggered_runs,schedule_triggered_runs,manual_triggered_runs,pipeline_duration_anomaly_score,commits_count,commits_per_day_avg,commit_time_variance,unique_authors_count,new_authors_count,lines_added_total,lines_deleted_total,lines_changed_total,files_changed_count,commit_size_avg_lines,commit_size_max_lines,large_commits_count,branches_created_count,branches_deleted_count,pull_requests_count,pull_requests_merged_count,cyclomatic_complexity_avg,code_duplication_percent,commit_message_length_avg,commits_no_message_count,commits_unusual_hours_count,force_push_count,binary_files_changed_count,code_review_time_avg_hours,commits_without_review_count,containers_started_count,containers_stopped_count,containers_restarted_count,containers_killed_count,images_pulled_count,images_pushed_count,unique_images_count,container_cpu_total_cores,container_memory_total_mb,container_cpu_throttled_count,pods_created_count,pods_deleted_count,pods_evicted_count,pods_failed_count,scale_up_events_count,scale_down_events_count,replica_count_avg,liveness_probe_failures,readiness_probe_failures,unsigned_images_count,images_from_unknown_registries,network_policy_violations,container_exit_code_0_count,container_exit_nonzero_count,deployments_successful_count,deployments_failed_count,deployment_success_rate,rollbacks_count,rollback_rate,deployment_duration_avg_seconds,deployment_duration_max_seconds,time_between_deployments_hours,prod_deployments_count,staging_deployments_count,blue_green_deployments_count,canary_deployments_count,rolling_update_count,argocd_sync_count,argocd_out_of_sync_count,argocd_sync_failures,config_drift_detected_count,deployments_unusual_hours_count,emergency_deployments_count,deployments_without_notes_count,cpu_usage_avg_percent,cpu_usage_max_percent,cpu_usage_std,cpu_throttling_count,memory_usage_avg_mb,memory_usage_max_mb,memory_usage_percent,memory_oom_count,disk_usage_percent,disk_io_read_mb,disk_io_write_mb,disk_iops_avg,network_rx_mb,network_tx_mb,network_errors_count,network_dropped_packets,load_avg_1min,load_avg_5min,load_avg_15min,process_count,thread_count,file_descriptors_open,container_cpu_avg_percent,container_memory_avg_mb,container_restart_count,pod_pending_count,pod_failed_count,node_count_total,node_ready_count,node_not_ready_count,cpu_limit_hit_count,memory_limit_hit_count,service_uptime_percent,health_check_failures,http_response_time_avg_ms,http_response_time_p95_ms,http_response_time_p99_ms,http_5xx_count,http_4xx_count,resource_spike_count,requests_total_count,requests_per_second_avg,requests_per_second_max,requests_get_count,requests_post_count,requests_put_count,requests_delete_count,status_2xx_count,status_3xx_count,status_4xx_count,status_5xx_count,error_rate_percent,unique_endpoints_count,endpoint_diversity_score,unique_user_agents_count,bot_requests_count,unique_ips_count,requests_per_ip_avg,requests_per_ip_max,unique_countries_count,request_size_avg_bytes,response_size_avg_bytes,auth_attempts_count,auth_failures_count,auth_failure_rate,suspicious_payloads_count,sql_injection_attempts,rate_limit_hits_count,network_ingress_mb,network_egress_mb,network_total_mb,connections_established_count,connections_closed_count,connections_active_avg,http_traffic_percent,https_traffic_percent,dns_queries_count,unique_external_ips_count,external_connections_suspicious,bandwidth_utilization_percent,network_latency_avg_ms,network_latency_p99_ms,network_anomalies_count,date,branch,timestamp
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,143.34968385350228,452.4794464519634,54.4025043974027,0,0,0,0,0,2,0.27429166918708486,1.704807643871226,4.5407352942981545,0.0,9.30378493259259,54.305957303979824,34.82432225733194,47.57780277861077,62.910705400671525,0,4.903366854654297,0,0.0,0,0,0.0,0,0.0,0,0,0,3,0.604291365594013,0,0,0,65170,312,65745,208,13617.603604474934,48680.20378603906,2,0,0,0,0,0,0,235.76668160418575,0,9,0,156,0,3,13,4,0,0,4,3,3,1,1601,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0.7215781203188137,0,0.11850047330050703,113.49880548753717,299.27350851466605,91.89011854731496,0,1,0,0,1,0,0,0,0,0,0,0,23.219997956087344,58.88532762812048,4.510946589237373,0,1560.2297927387324,3122.58868107691,13.546916383530856,0,59.5541415714118,7.377299495983638,2.693777195643105,62.76603838080032,2.0272055639904165,1.1257273648434876,0,0,1.6977304576628784,1.0392256765868568,1.1246411301045753,88,232,685.2775256953848,25.432538907119095,576.5112440044657,0,0,0,1,2,0,0,0,100.0,0,21.833973118505053,72.71922868926652,136.64631977665363,0,3,0,2440,0.027514206232796937,4.992760570667625,1706,522,106,119,2151,112,101,16,4.71908218240517,14,2.500381532134907,10,250,15,229.78173797272973,750.0452926257004,1,486.53635208315893,2296.5528559035934,126,16,9.657472961712605,0,0,0,729.0037040176524,425.98014077096406,1103,3597,3388,10.903757621137267,15.949382613780902,81.27476810925984,1422,12,0,2.2658476498806457,5.626013604395672,33.32495350041349,0,2025-12-04,hardened,2025-12-04
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,174.35294184367993,501.24598627781523,49.213908995981036,0,0,0,0,0,1,0.1994086505496958,2.376426724888753,4.118630775412122,0.0,10.144639806102395,54.890803936673244,41.50829433152813,52.544976279897774,82.49156020040336,0,3.8695560138724563,0,0.0,0,0,0.0,0,0.0,0,0,0,6,0.6833507563847598,0,2,0,65771,321,66430,195,13974.224407276,48624.576676535195,1,0,0,0,0,0,0,248.69600669520057,0,3,0,154,0,6,6,5,0,0,1,2,2,0,1493,0,5,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0.6622125314504171,0,0.08066709928334427,126.85231379402587,327.48085639840684,94.56399805524684,0,3,0,0,2,0,0,0,0,0,0,0,22.24174183649306,47.55719060223466,5.43429607599536,0,1797.8783672626025,1737.5921981335682,24.1954413719346,0,45.12734338469183,8.98679438344837,4.150670514170592,47.15241371509981,1.8004939251225474,1.3653588596511654,0,0,1.6747991126703243,1.2033694528857588,1.0104227939128407,78,249,697.1593442474691,25.341679677907205,574.8703921861289,0,0,0,0,0,0,0,0,99.32596918835942,0,24.969593999459583,76.79975863189244,143.88345845944235,3,4,0,2465,0.0313646495528218,5.343176777507266,1658,506,117,106,2154,127,103,29,4.580553662987132,7,2.7740174768693495,6,246,10,250.20771139992266,845.8974658122145,3,491.99452598230073,2105.7369678082687,115,12,9.827263174832996,0,0,0,755.4360406055629,302.23583804595285,1075,3548,3440,9.358333179869618,23.33070383524706,68.57872619503688,1416,11,0,2.0071132148065987,5.931269595995574,28.659549530861835,0,2025-11-22,hardened,2025-11-22
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,177.0374648506877,391.68880251875146,49.255907108089914,0,0,0,1,0,3,0.2644568949560888,2.1779297748985704,3.721591935359619,0.0,8.323659971156983,74.29463352784266,56.78937678116502,52.255091446938245,62.44318243851806,0,4.775677359574739,0,0.0,0,0,0.0,0,0.0,0,0,0,4,0.6256124880180509,0,1,0,65682,320,66013,201,12628.545471176112,49458.57485644746,2,0,0,0,0,0,0,229.61863599715542,0,4,0,122,0,11,8,3,2,0,2,2,3,2,1481,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0.7998985717210003,0,0.10600938380711727,141.30521979655788,427.77341040737844,77.36544054600908,0,0,0,0,3,0,0,0,0,0,0,0,21.486318108788907,41.75514694346489,4.253072306627805,0,1415.1529581328414,1952.677808362177,15.89863634543951,0,41.45749576170291,8.657351539463036,5.135053165812226,46.85585216633225,1.361773101511109,1.5103145466773806,0,0,1.4824854003327634,1.271648707321363,0.8863550061339296,78,269,692.8307980654895,27.71206935039027,529.7509185792852,0,0,0,1,1,0,0,0,89.27464400383225,0,28.46038392546486,49.96668759214599,134.64435085827986,1,6,0,2489,0.02521093664627475,5.468028083968008,1615,462,131,119,2110,118,84,32,5.388468351465758,7,2.7492648391134105,7,222,10,267.05640214453166,825.2823314905005,3,497.1287594891372,2341.746620283305,121,12,10.284754593385568,0,0,0,566.7849192145603,479.59876165656345,1081,3578,3365,10.25431562655371,18.59649911573843,62.12108149979716,1460,16,0,1.6841268601273995,5.811705571613265,26.659592238539435,0,2025-11-30,hardened,2025-11-30
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,202.97273606045775,396.00525330878986,42.84863827472916,0,0,0,0,0,3,0.27077799994984764,1.6037451609454167,3.450466070040536,0.0,9.262558449758465,71.19866331412709,61.13694574107619,50.73090716871299,60.917786285779165,0,4.329355136189571,0,0.0,0,0,0.0,0,0.0,0,0,0,4,0.6347703434752289,0,0,0,65190,312,65585,198,14328.934032735733,48906.148712176524,3,0,0,0,0,0,0,240.28749138821203,0,4,0,144,0,5,8,1,0,0,4,1,5,4,1588,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0.8160676074492568,0,0.10100791072644807,151.26698784445324,303.867200704606,124.67428346254711,0,0,0,0,0,0,0,0,0,0,0,0,31.74519798147861,62.0459457936839,5.182538096882675,0,1535.7153404220971,2063.7287220857997,16.351024013319886,0,46.32393173821576,11.47542576010749,3.926082791354223,68.9603749515394,1.9503363170132724,1.3814430500906807,0,0,1.64550556104957,1.0930892889546175,1.0719250983055333,79,262,692.6851268781879,28.414663337964974,595.4936296773824,0,0,0,2,0,0,0,0,100.0,0,25.648001235475263,71.06156812040474,137.34169726215967,2,6,0,2369,0.023938455640901406,4.55302230461871,1752,509,102,124,2117,128,95,27,4.347395951097345,4,2.4000442648284555,4,240,12,252.86040804011841,724.1175804378142,5,535.3712512731498,2223.8177632091297,114,10,10.83560802511997,0,0,0,753.745426394443,428.71889351418855,1090,3631,3516,8.716504864325843,22.52094592470612,77.44412597512675,1435,19,0,2.324168035380631,5.00574144680444,29.013904179574105,0,2025-11-24,hardened,2025-11-24
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,154.55699089243245,397.4826717101552,50.88258535488159,0,0,0,0,0,2,0.2528645154275211,1.7214429899016153,4.877441046244028,0.0,9.594522620134663,56.83122933138781,44.577462657857396,48.89274997317126,77.26311674761358,0,4.712155187009252,0,0.0,0,0,0.0,0,0.0,0,0,0,7,0.5917174686252308,0,1,0,65490,331,65646,205,13017.13977581207,52113.33251685757,0,0,0,0,0,0,0,246.83493100442175,0,8,0,151,0,5,8,6,1,0,4,5,3,0,1559,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0.8552204743298243,0,0.07504292616217535,150.1763814409891,287.4614168636666,71.4169215290291,0,0,0,0,1,0,0,0,0,0,0,0,23.7961276573747,41.39453427451372,4.346322946251942,0,1951.346493227313,3271.4069854475565,18.59531951632799,0,64.43209039142963,13.00988437823041,5.781879842604122,64.9178216342406,1.8069266945410603,1.2865015384271081,0,0,1.3954432947960866,1.2354231674050102,1.0312387243411645,77,271,661.9257527162518,25.11200614096985,576.7093166033982,0,0,0,0,0,0,0,0,84.42643352505831,0,25.909288164012377,66.1134582190023,155.0472508631922,0,5,0,2414,0.02679975625707248,4.646280227593906,1572,450,122,139,2177,130,108,31,6.104927832874232,8,2.4056533706344476,6,235,6,272.2764967483367,718.1483785281287,2,401.3262779781869,1715.175166180859,109,15,10.08291185317204,0,0,0,383.26633916499395,315.69460079317673,1068,3599,3534,10.342571831531457,18.088723630611515,73.04685350135595,1510,18,0,2.0741196827960424,3.7068777495950296,25.419362508804667,0,2025-12-05,hardened,2025-12-05
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,179.93775450597374,419.2669708493545,46.650314288417924,0,0,0,0,0,3,0.2601726681464158,1.4340584746626446,3.5327288688599197,0.0,11.156049038643467,49.36488279260075,43.569622986792986,52.54504816451537,67.42670231081706,0,4.7311600736337445,0,0.0,0,0,0.0,0,0.0,0,0,0,4,0.6282200489303559,0,3,0,65363,310,65821,184,13785.03204839692,46493.994313050905,4,0,0,0,0,0,0,261.5701838744119,0,0,0,167,0,2,4,3,1,0,2,2,1,2,1548,0,5,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0.6922196865934921,0,0.09101200189756163,105.45531248493367,340.5599525354801,69.03828284857177,0,1,0,0,2,0,0,0,0,0,0,0,18.528478148495118,37.555135501111344,5.44982721372651,0,1409.5898906968225,2553.497440998791,14.707853020681549,0,39.23383505852159,11.89361513302374,5.055002936033374,54.2243497290144,1.813524555221511,1.3898388197364755,0,0,1.5431345857750993,1.0968463783345854,0.9109431189408985,81,295,605.374981045005,27.908440137908876,566.7221668553877,0,0,0,1,2,0,0,0,80.30645438024133,0,25.079223065763475,63.29637295446566,148.49386946984293,1,6,0,2354,0.024792608223797533,4.78550964131379,1698,485,122,105,2223,125,93,22,5.482384947151223,12,3.1667263055800023,4,261,11,242.33173889006994,685.4611147518367,2,510.45106371965846,2439.5787200619925,120,16,11.164060152585938,0,0,0,999.220708914909,421.3929870595448,1066,3524,3373,8.87388602422126,17.025280166548512,78.08005479956098,1434,13,0,1.7243251055358624,5.9458881565546395,30.36810971953786,0,2025-12-01,hardened,2025-12-01
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,183.44299784922802,391.4606827348149,38.77332807917435,0,0,0,0,0,4,0.21386986838969435,1.8255741966633716,4.237012122927105,0.0,9.328733142891267,67.3384508222761,45.86142795384281,47.14096909190508,92.708568950998,0,5.790094962243112,0,0.0,0,0,0.0,0,0.0,0,0,0,4,0.6222461299685408,0,1,0,65551,282,65590,192,14201.351868371705,49363.483843416514,2,0,0,0,0,0,0,246.62377910319927,0,2,0,140,0,6,5,6,2,0,4,4,1,2,1532,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0.8245876493366376,0,0.09752247581760291,104.22336673173042,356.88566108512236,95.58613587061174,0,0,0,0,3,0,0,0,0,0,0,0,16.521738619431943,55.87855888137735,5.619738784702869,0,1287.017907494917,2089.8849244241474,15.619798839563227,0,31.957645291984015,8.3872461417639,5.075694940005094,56.85589746298416,1.9433405655959493,1.8499111637007757,0,0,1.5796463492946136,1.1325789480777961,1.0479360953429422,80,266,726.8019015672445,30.85913513203156,556.5822282029262,0,0,0,0,0,0,0,0,100.0,0,23.07476933618071,76.71710982061543,151.00703917198518,1,3,0,2444,0.03126966602355844,5.49689110726522,1703,463,110,127,2240,112,93,24,5.686957192605725,9,2.6677278120692187,3,255,7,254.49097248666945,739.284741926376,3,469.8350095039565,2217.3932397702692,122,11,10.157974312251453,0,0,0,734.0995782156444,295.2710960123303,1104,3618,3511,9.925010380872779,18.284864851707713,71.23412865101966,1445,11,0,1.7985500283088076,5.0031477269063265,31.149951842193417,0,2025-11-23,hardened,2025-11-23
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,211.87388016805457,379.4453042555702,44.111467715062986,0,0,0,0,0,4,0.29031096590307315,2.4551635483260137,4.221636842801571,0.0,13.867063403101454,56.399874437647945,43.971299368859,47.6859631168775,58.96021990612542,0,4.2188189163984,0,0.0,0,0,0.0,0,0.0,0,0,0,5,0.6107821777199882,0,4,0,65024,330,66205,203,12911.445554719443,52404.98965351278,1,0,0,0,0,0,0,243.86208244892526,0,5,0,139,0,8,6,1,1,0,1,4,3,1,1546,0,1,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0.841184098391674,0,0.10257479528477471,109.03096248249273,361.0765763800741,103.41012672339679,0,1,0,0,2,0,0,0,0,0,0,0,17.55041052072447,37.79488464729998,4.052822951951953,0,1611.8884977326095,3101.802941535348,23.385097907751366,0,39.45012190223875,9.746880880361319,5.955376556278321,25.337832111703786,2.3569148038900485,1.3719282129768593,0,0,1.5830073669452547,1.240764483758,0.84984694766788,68,287,618.160056445458,25.786443868531528,549.854517157227,0,0,0,3,2,0,0,0,90.43671836690272,0,21.956939590273883,88.5939911056213,157.9932976308813,4,4,0,2409,0.03108679527052957,5.731561976695862,1628,487,117,117,2189,114,92,27,4.937813017433084,15,2.4989728114475196,8,245,7,285.13174147765346,768.1447170252949,2,525.3151046713765,1910.6179272375748,110,10,8.838887609866779,0,0,0,622.7658707206132,272.2961802275725,1106,3633,3488,11.409178393602588,19.025143574980127,79.74119864523082,1436,18,0,1.9816738412889685,5.309313333016339,25.81743611250098,0,2025-11-29,hardened,2025-11-29
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,252.02922227966732,279.0411839809174,43.57911476658561,0,0,0,0,0,1,0.28131239322875,1.6813650125426445,4.129001864115962,0.0,9.916329990595335,62.32083719139401,41.05539502199015,48.74790528695022,81.89466301346316,0,6.358354520870461,0,0.0,0,0,0.0,0,0.0,0,0,0,6,0.565341989051527,0,2,0,65287,311,65823,196,13662.635342882022,48964.35675838875,0,0,0,0,0,0,0,243.4172030154132,0,6,0,141,0,4,6,4,0,0,3,1,1,0,1575,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1.0475863296390762,0,0.08194159964479834,108.40068746615714,285.2763132611239,83.40375718136411,0,1,0,0,3,0,0,0,0,0,0,0,16.34652543830893,53.052997891902216,4.2504455490952635,0,1594.9912269155977,3135.0810653110148,22.588638256833455,0,52.699859543278144,9.240219385503734,6.598321929154104,57.51987476120801,2.5620577569008107,1.6040120170115757,0,0,1.5608708182917812,1.3170405817325241,1.0264590624581416,68,286,751.0825099510278,25.281563586581424,449.1918040464102,0,0,0,2,1,0,0,0,100.0,0,29.133336825438796,101.56752980370929,193.53880900248802,1,10,0,2426,0.024567959128103056,5.667156549759911,1677,471,121,124,2161,132,86,29,5.195542198955786,8,2.336086779629743,4,226,8,214.9314804911789,656.3625125004718,2,493.36763739755514,2169.4189942257904,123,8,11.317097273597117,0,0,0,703.3620284690169,451.38476929825634,1085,3597,3519,10.019457912100291,17.58278887275039,82.40932498298778,1390,15,0,1.9544917355005025,5.4369016468375175,26.02783879351781,0,2025-12-02,hardened,2025-12-02
0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,177.08922354732195,396.8320842357125,37.78614798968119,0,0,0,0,0,4,0.25350036217189037,2.0284847273546642,3.5854540463471616,0.0,12.694205484465579,55.0902270228648,39.92870364413842,50.102416620448125,74.71914848706126,0,4.7130719317972805,0,0.0,0,0,0.0,0,0.0,0,0,0,11,0.6102133461832708,0,1,0,65062,306,65688,188,13252.357232988075,49429.96264272526,5,0,0,0,0,0,0,243.06978977019193,0,5,0,162,0,4,6,4,0,0,5,4,2,3,1488,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0.7365364534518898,0,0.10432844553850278,117.76579516585481,274.0798835108903,107.36929390860361,0,1,0,0,2,0,0,0,0,0,0,0,23.025478949975692,41.747853266398465,5.392191621194552,0,1352.9270177840413,2270.552735046627,18.16968720476718,0,35.46067584786425,10.099320667633163,5.996701374239522,68.78846709331455,2.2880322608595827,1.5309004848610834,0,0,1.569430931416986,1.217383636543102,0.9213374743196867,97,275,562.9633608251656,28.073147356499142,570.6895988456354,0,0,0,2,2,0,0,0,98.06498500733457,0,29.362207921228293,71.64114944314117,203.31827128235557,1,7,0,2447,0.027787155485811753,4.391555829831766,1666,463,133,117,2157,115,100,15,5.571238822371386,17,2.614619116181325,6,256,10,281.75182495848253,712.3832566513369,3,575.4141694031691,2231.4672726740923,111,7,10.47148555202723,0,0,0,749.9735959171305,282.99696332548694,1071,3682,3419,8.120072225316362,22.879337960227748,66.36836780755264,1432,12,0,1.9090001160324856,4.196535890760969,30.845774140078568,0,2025-11-28,hardened,2025-11-28
